model_version,RMSLE,CRPS,MSE,MSLE,y_hat_bar
baseline,0.6480743847680752,9.194866616119075,4219.3540650407385,0.4200004081925192,22.643634796142578
twitter,0.6800401465194424,9.614223719808743,4642.586437503394,0.4624546008781847,22.53441619873047
